user_id,used_feature,feature_usage_date,feature_usage_count
U00532,False,,0
U00533,True,2023-10-19,1
U00534,True,2023-12-03,9
U00535,False,,0
U00536,False,,0
U00537,False,,0
U00538,True,2023-10-29,15
U00539,False,,0
U00540,False,,0
U00541,True,2024-02-11,8
U00542,False,,0
U00543,True,2023-10-22,6
U00544,False,,0
U00545,False,,0
U00546,True,2023-03-27,12
U00547,True,2023-06-23,7
U00548,False,,0
U00549,False,,0
U00550,True,2023-07-30,13
U00551,False,,0
U00552,True,2023-04-25,10
U00553,True,2023-11-06,4
U00554,True,2023-08-02,3
U00555,True,2023-02-19,13
U00556,False,,0
U00557,False,,0
U00558,True,2024-01-13,2
U00559,True,2024-01-23,10
U00560,False,,0
U00561,False,,0
U00562,True,2023-05-22,1
U00563,True,2023-05-21,10
U00564,False,,0
U00565,True,2024-01-11,13
U00566,False,,0
U00567,False,,0
U00568,False,,0
U00569,False,,0
U00570,False,,0
U00571,False,,0
U00572,False,,0
U00573,False,,0
U00574,True,2023-09-14,1
U00575,False,,0
U00576,False,,0
U00577,True,2024-01-04,9
U00578,False,,0
U00579,False,,0
U00580,False,,0
U00581,False,,0
U00582,True,2023-05-01,3
U00583,False,,0
U00584,False,,0
U00585,False,,0
U00586,False,,0
U00587,False,,0
U00588,True,2023-08-11,3
U00589,True,2023-04-16,9
U00590,False,,0
U00591,False,,0
U00592,False,,0
U00593,True,2023-07-14,12
U00594,False,,0
U00595,False,,0
U00596,False,,0
U00597,False,,0
U00598,True,2024-02-01,4
U00599,True,2023-08-05,3
U00600,True,2023-09-20,12
U00601,False,,0
U00602,True,2023-02-25,15
U00603,False,,0
U00604,True,2023-12-18,8
U00605,False,,0
U00606,False,,0
U00607,False,,0
U00608,True,2023-07-15,7
U00609,True,2023-07-20,2
U00610,False,,0
U00611,True,2023-12-16,13
U00612,False,,0
U00613,False,,0
U00614,False,,0
U00615,False,,0
U00616,False,,0
U00617,False,,0
U00618,False,,0
U00619,False,,0
U00620,False,,0
U00621,True,2024-03-15,2
U00622,True,2023-08-18,14
U00623,True,2023-12-23,5
U00624,True,2023-10-23,2
U00625,False,,0
U00626,True,2023-06-19,6
U00627,True,2023-12-24,13
U00628,True,2023-05-21,8
U00629,False,,0
U00630,False,,0
U00631,False,,0
U00632,False,,0
U00633,False,,0
U00634,False,,0
U00635,True,2023-09-28,1
U00636,False,,0
U00637,False,,0
U00638,False,,0
U00639,False,,0
U00640,False,,0
U00641,False,,0
U00642,False,,0
U00643,False,,0
U00644,False,,0
U00645,True,2023-03-22,1
U00646,False,,0
U00647,False,,0
U00648,True,2024-01-28,1
U00649,False,,0
U00650,False,,0
U00651,False,,0
U00652,False,,0
U00653,True,2024-01-24,12
U00654,False,,0
U00655,False,,0
U00656,False,,0
U00657,False,,0
U00658,True,2023-07-12,9
U00659,True,2023-06-24,13
U00660,True,2023-08-28,12
U00661,True,2024-01-18,6
U00662,False,,0
U00663,False,,0
U00664,False,,0
U00665,False,,0
U00666,True,2023-08-03,9
U00667,False,,0
U00668,True,2023-08-31,8
U00669,False,,0
U00670,False,,0
U00671,True,2023-08-11,11
U00672,False,,0
U00673,False,,0
U00674,False,,0
U00675,False,,0
U00676,True,2023-03-06,3
U00677,False,,0
U00678,False,,0
U00679,False,,0
U00680,True,2023-11-20,7
U00681,False,,0
U00682,True,2023-04-15,6
U00683,False,,0
U00684,False,,0
U00685,False,,0
U00686,False,,0
U00687,True,2023-06-19,13
U00688,True,2023-02-19,10
U00689,True,2023-08-03,1
U00690,False,,0
U00691,False,,0
U00692,True,2023-04-30,4
U00693,True,2023-06-10,12
U00694,False,,0
U00695,True,2023-11-22,1
U00696,True,2023-07-22,4
U00697,True,2023-03-14,11
U00698,True,2023-10-26,8
U00699,True,2024-02-10,13
U00700,False,,0
U00701,False,,0
U00702,False,,0
U00703,False,,0
U00704,False,,0
U00705,True,2023-10-24,3
U00706,True,2023-10-07,5
U00707,True,2023-12-01,4
U00708,False,,0
U00709,True,2023-03-12,11
U00710,False,,0
U00711,False,,0
U00712,False,,0
U00713,False,,0
U00714,False,,0
U00715,False,,0
U00716,True,2024-01-20,15
U00717,False,,0
U00718,True,2023-11-16,14
U00719,False,,0
U00720,False,,0
U00721,True,2023-02-25,12
U00722,False,,0
U00723,False,,0
U00724,False,,0
U00725,True,2023-06-26,10
U00726,False,,0
U00727,True,2023-09-15,4
U00728,True,2023-07-08,8
U00729,False,,0
U00730,True,2024-02-24,14
U00731,False,,0
U00732,True,2023-06-11,13
U00733,False,,0
U00734,False,,0
U00735,False,,0
U00736,False,,0
U00737,True,2023-08-26,7
U00738,True,2023-07-06,12
U00739,False,,0
U00740,False,,0
U00741,False,,0
U00742,False,,0
U00743,False,,0
U00744,False,,0
U00745,False,,0
U00746,True,2024-03-04,10
U00747,False,,0
U00748,False,,0
U00749,True,2023-03-09,13
U00750,False,,0
U00751,True,2023-09-09,10
U00752,False,,0
U00753,True,2023-09-02,8
U00754,False,,0
U00755,False,,0
U00756,False,,0
U00757,False,,0
U00758,False,,0
U00759,False,,0
U00760,True,2023-10-25,11
U00761,False,,0
U00762,False,,0
U00763,False,,0
U00764,False,,0
U00765,True,2023-06-07,4
U00766,True,2023-03-26,5
U00767,False,,0
U00768,False,,0
U00769,True,2023-06-29,1
U00770,False,,0
U00771,False,,0
U00772,False,,0
U00773,False,,0
U00774,False,,0
U00775,False,,0
U00776,False,,0
U00777,False,,0
U00778,False,,0
U00779,True,2023-05-10,15
U00780,False,,0
U00781,False,,0
U00782,False,,0
U00783,False,,0
U00784,False,,0
U00785,True,2023-03-28,10
U00786,True,2023-04-19,14
U00787,False,,0
U00788,True,2023-07-21,12
U00789,False,,0
U00790,False,,0
U00791,False,,0
U00792,True,2024-01-23,7
U00793,True,2023-05-30,7
U00794,False,,0
U00795,False,,0
U00796,False,,0
U00797,False,,0
U00798,False,,0
U00799,False,,0
U00800,True,2023-07-25,3
U00801,False,,0
U00802,True,2023-04-07,11
U00803,True,2023-11-02,13
U00804,False,,0
U00805,True,2023-04-27,7
U00806,False,,0
U00807,False,,0
U00808,False,,0
U00809,False,,0
U00810,False,,0
U00811,False,,0
U00812,False,,0
U00813,False,,0
U00814,True,2023-05-16,13
U00815,True,2023-05-13,4
U00816,False,,0
U00817,False,,0
U00818,False,,0
U00819,False,,0
U00820,True,2023-11-04,5
U00821,False,,0
U00822,False,,0
U00823,False,,0
U00824,False,,0
U00825,True,2023-09-07,3
U00826,False,,0
U00827,True,2023-12-31,8
U00828,False,,0
U00829,False,,0
U00830,True,2024-03-27,7
U00831,False,,0
U00832,False,,0
U00833,True,2023-08-11,10
U00834,False,,0
U00835,False,,0
U00836,True,2023-08-26,4
U00837,False,,0
U00838,True,2023-08-12,5
U00839,False,,0
U00840,False,,0
U00841,True,2023-03-24,9
U00842,False,,0
U00843,False,,0
U00844,True,2023-05-24,5
U00845,True,2023-09-19,9
U00846,False,,0
U00847,True,2023-02-02,7
U00848,True,2023-12-30,4
U00849,False,,0
U00850,False,,0
U00851,False,,0
U00852,False,,0
U00853,False,,0
U00854,True,2023-04-21,11
U00855,True,2023-02-20,11
U00856,False,,0
U00857,False,,0
U00858,True,2023-12-06,14
U00859,False,,0
U00860,False,,0
U00861,True,2023-11-29,7
U00862,False,,0
U00863,True,2023-07-11,10
U00864,False,,0
U00865,False,,0
U00866,True,2023-05-02,15
U00867,False,,0
U00868,False,,0
U00869,True,2024-02-20,10
U00870,False,,0
U00871,False,,0
U00872,False,,0
U00873,False,,0
U00874,True,2023-11-12,1
U00875,True,2023-10-26,7
U00876,False,,0
U00877,False,,0
U00878,False,,0
U00879,True,2023-12-12,6
U00880,False,,0
U00881,False,,0
U00882,False,,0
U00883,False,,0
U00884,False,,0
U00885,True,2023-10-30,8
U00886,False,,0
U00887,True,2023-03-22,10
U00888,False,,0
U00889,True,2023-08-23,9
U00890,False,,0
U00891,True,2023-08-25,3
U00892,False,,0
U00893,False,,0
U00894,False,,0
U00895,True,2023-04-01,2
U00896,True,2023-01-29,2
U00897,False,,0
U00898,False,,0
U00899,True,2024-01-19,2
U00900,False,,0
U00901,True,2024-01-03,12
U00902,False,,0
U00903,False,,0
U00904,False,,0
U00905,False,,0
U00906,True,2023-05-29,5
U00907,False,,0
U00908,False,,0
U00909,False,,0
U00910,False,,0
U00911,True,2023-11-14,4
U00912,False,,0
U00913,False,,0
U00914,False,,0
U00915,False,,0
U00916,True,2023-08-11,2
U00917,True,2023-03-11,4
U00918,False,,0
U00919,False,,0
U00920,True,2023-05-17,6
U00921,False,,0
U00922,True,2023-09-24,11
U00923,False,,0
U00924,False,,0
U00925,False,,0
U00926,False,,0
U00927,False,,0
U00928,False,,0
U00929,False,,0
U00930,False,,0
U00931,False,,0
U00932,False,,0
U00933,False,,0
U00934,False,,0
U00935,True,2023-04-03,9
U00936,False,,0
U00937,False,,0
U00938,True,2024-01-06,12
U00939,False,,0
U00940,False,,0
U00941,False,,0
U00942,False,,0
U00943,True,2024-01-17,2
U00944,False,,0
U00945,False,,0
U00946,True,2023-08-08,9
U00947,False,,0
U00948,True,2023-05-09,15
U00949,False,,0
U00950,True,2023-12-27,4
U00951,False,,0
U00952,True,2023-12-19,1
U00953,False,,0
U00954,False,,0
U00955,True,2023-08-29,10
U00956,True,2023-12-19,9
U00957,True,2023-06-05,6
U00958,False,,0
U00959,False,,0
U00960,False,,0
U00961,True,2023-05-13,12
U00962,False,,0
U00963,False,,0
U00964,False,,0
U00965,False,,0
U00966,False,,0
U00967,False,,0
U00968,False,,0
U00969,True,2023-03-14,11
U00970,False,,0
U00971,False,,0
U00972,True,2023-05-24,8
U00973,False,,0
U00974,False,,0
U00975,True,2023-09-24,15
U00976,True,2024-01-28,4
U00977,True,2023-08-01,4
U00978,False,,0
U00979,False,,0
U00980,False,,0
U00981,False,,0
U00982,False,,0
U00983,True,2023-08-02,3
U00984,False,,0
U00985,False,,0
U00986,False,,0
U00987,False,,0
U00988,False,,0
U00989,True,2023-07-31,5
U00990,True,2023-08-18,7
U00991,False,,0
U00992,False,,0
U00993,True,2023-07-05,1
U00994,False,,0
U00995,False,,0
U00996,False,,0
U00997,False,,0
U00998,False,,0
U00999,False,,0
U01000,False,,0
U01001,False,,0
U01002,True,2023-06-30,10
U01003,False,,0
U01004,False,,0
U01005,True,2023-12-27,8
U01006,False,,0
U01007,False,,0
U01008,False,,0
U01009,True,2023-07-04,1
U01010,False,,0
U01011,False,,0
U01012,True,2024-01-27,5
U01013,True,2024-01-15,13
U01014,True,2023-05-21,11
U01015,True,2023-12-10,7
U01016,True,2023-12-27,9
U01017,False,,0
U01018,True,2023-04-16,3
U01019,False,,0
U01020,False,,0
U01021,False,,0
U01022,True,2023-04-03,15
U01023,False,,0
U01024,True,2023-09-19,8
U01025,True,2024-01-13,5
U01026,False,,0
U01027,False,,0
U01028,False,,0
U01029,False,,0
U01030,False,,0
U01031,True,2024-01-28,14
U01032,True,2023-03-16,1
U01033,False,,0
U01034,False,,0
U01035,False,,0
U01036,False,,0
U01037,False,,0
U01038,False,,0
U01039,True,2023-10-12,7
U01040,False,,0
U01041,False,,0
U01042,False,,0
U01043,False,,0
U01044,False,,0
U01045,True,2023-03-14,6
U01046,False,,0
U01047,True,2023-04-19,6
U01048,True,2023-04-28,6
U01049,False,,0
U01050,False,,0
U01051,False,,0
U01052,True,2023-03-18,3
U01053,False,,0
U01054,False,,0
U01055,False,,0
U01056,False,,0
U01057,False,,0
U01058,False,,0
U01059,False,,0
U01060,False,,0
U01061,False,,0
U01062,False,,0
U01063,True,2023-02-27,4
U01064,False,,0
U01065,False,,0
U01066,False,,0
U01067,True,2023-08-27,14
U01068,False,,0
U01069,False,,0
U01070,False,,0
U01071,True,2023-07-13,4
U01072,False,,0
U01073,False,,0
U01074,False,,0
U01075,False,,0
U01076,True,2023-09-21,9
U01077,False,,0
U01078,False,,0
U01079,False,,0
U01080,True,2023-07-23,3
U01081,True,2024-01-15,4
U01082,False,,0
U01083,False,,0
U01084,True,2023-04-03,15
U01085,True,2023-05-04,5
U01086,True,2023-12-28,9
U01087,False,,0
U01088,False,,0
U01089,True,2023-05-08,10
U01090,False,,0
U01091,True,2023-03-19,13
U01092,True,2023-02-27,10
U01093,False,,0
U01094,False,,0
U01095,False,,0
U01096,True,2023-07-29,12
U01097,True,2023-10-31,14
U01098,False,,0
U01099,False,,0
U01100,False,,0
U01101,False,,0
U01102,True,2023-10-26,15
U01103,False,,0
U01104,False,,0
U01105,False,,0
U01106,True,2023-08-22,8
U01107,False,,0
U01108,False,,0
U01109,True,2023-03-05,14
U01110,False,,0
U01111,False,,0
U01112,False,,0
U01113,True,2023-07-13,11
U01114,False,,0
U01115,True,2023-06-26,3
U01116,True,2023-10-21,1
U01117,True,2023-12-05,9
U01118,True,2023-12-14,10
U01119,False,,0
U01120,False,,0
U01121,True,2023-04-28,9
U01122,False,,0
U01123,False,,0
U01124,False,,0
U01125,True,2024-02-11,15
U01126,False,,0
U01127,False,,0
U01128,True,2023-05-28,4
U01129,True,2023-08-13,3
U01130,True,2023-03-28,14
U01131,False,,0
U01132,True,2024-02-18,1
U01133,False,,0
U01134,True,2024-02-22,5
U01135,False,,0
U01136,False,,0
U01137,False,,0
U01138,True,2023-10-23,7
U01139,True,2023-06-02,9
U01140,True,2023-05-01,8
U01141,False,,0
U01142,True,2023-08-13,13
U01143,False,,0
U01144,True,2023-12-19,14
U01145,False,,0
U01146,False,,0
U01147,True,2024-02-18,9
U01148,True,2023-08-04,3
U01149,True,2023-06-21,8
U01150,False,,0
U01151,True,2023-11-19,12
U01152,False,,0
U01153,False,,0
U01154,False,,0
U01155,False,,0
U01156,False,,0
U01157,True,2023-11-12,14
U01158,False,,0
U01159,True,2023-12-15,13
U01160,True,2023-05-30,5
U01161,False,,0
U01162,False,,0
U01163,False,,0
U01164,False,,0
U01165,False,,0
U01166,False,,0
U01167,False,,0
U01168,True,2023-06-28,8
U01169,False,,0
U01170,False,,0
U01171,False,,0
U01172,False,,0
U01173,True,2023-05-16,10
U01174,False,,0
U01175,False,,0
U01176,True,2023-05-30,6
U01177,False,,0
U01178,False,,0
U01179,False,,0
U01180,True,2023-04-25,5
U01181,False,,0
U01182,True,2023-08-22,3
U01183,False,,0
U01184,False,,0
U01185,False,,0
U01186,True,2024-03-06,12
U01187,False,,0
U01188,False,,0
U01189,False,,0
U01190,True,2023-07-02,3
U01191,False,,0
U01192,False,,0
U01193,True,2023-08-18,6
U01194,True,2023-12-25,1
U01195,False,,0
U01196,True,2023-08-14,12
U01197,False,,0
U01198,False,,0
U01199,False,,0
U01200,False,,0
U01201,True,2023-06-15,10
U01202,False,,0
U01203,False,,0
U01204,False,,0
U01205,False,,0
U01206,True,2023-09-03,8
U01207,False,,0
U01208,False,,0
U01209,True,2024-01-08,5
U01210,True,2023-05-08,11
U01211,False,,0
U01212,False,,0
U01213,True,2023-03-12,4
U01214,False,,0
U01215,True,2023-11-01,3
U01216,False,,0
U01217,True,2023-08-18,7
U01218,True,2023-09-08,6
U01219,False,,0
U01220,False,,0
U01221,False,,0
U01222,False,,0
U01223,True,2023-12-29,3
U01224,False,,0
U01225,False,,0
U01226,True,2023-07-04,13
U01227,False,,0
U01228,False,,0
U01229,True,2023-12-01,9
U01230,False,,0
U01231,False,,0
U01232,False,,0
U01233,False,,0
U01234,False,,0
U01235,False,,0
U01236,False,,0
U01237,False,,0
U01238,False,,0
U01239,True,2023-10-22,13
U01240,True,2023-05-09,9
U01241,False,,0
U01242,False,,0
U01243,False,,0
U01244,False,,0
U01245,True,2023-09-02,5
U01246,False,,0
U01247,False,,0
U01248,True,2024-01-08,7
U01249,False,,0
U01250,False,,0
U01251,False,,0
U01252,False,,0
U01253,False,,0
U01254,False,,0
U01255,True,2024-02-01,5
U01256,False,,0
U01257,True,2024-02-26,13
U01258,False,,0
U01259,False,,0
U01260,True,2023-11-22,12
U01261,False,,0
U01262,False,,0
U01263,False,,0
